ENSG00000186092	OR4F5
ENSG00000188641	DPYD
ENSG00000162627	SNX7
ENSG00000117598	LPPR5
ENSG00000117600	LPPR4
ENSG00000099260	PALMD
ENSG00000156869	FRRS1
ENSG00000162688	AGL
ENSG00000117620	SLC35A3
ENSG00000156875	HIAT1
ENSG00000156876	SASS6
ENSG00000122435	TRMT13
ENSG00000122477	LRRC39
ENSG00000137992	DBT
ENSG00000137996	RTCA
ENSG00000079335	CDC14A
ENSG00000181656	GPR88
ENSG00000162692	VCAM1
ENSG00000162694	EXTL2
ENSG00000162695	SLC30A7
ENSG00000117543	DPH5
ENSG00000269175	AC093157.1
ENSG00000170989	S1PR1
ENSG00000118733	OLFM3
ENSG00000060718	COL11A1
ENSG00000185946	RNPC3
ENSG00000240038	AMY2B
ENSG00000243480	AMY2A
ENSG00000237763	AMY1A
ENSG00000174876	AMY1B
ENSG00000187733	AMY1C
ENSG00000198890	PRMT6
ENSG00000162631	NTNG1
ENSG00000134215	VAV3
ENSG00000085491	SLC25A24
ENSG00000196427	NBPF4
ENSG00000186086	NBPF6
ENSG00000162636	FAM102B
ENSG00000162639	HENMT1
ENSG00000134186	PRPF38B
ENSG00000143107	FNDC7
ENSG00000116266	STXBP3
ENSG00000162641	AKNAD1
ENSG00000121957	GPSM2
ENSG00000121940	CLCC1
ENSG00000085433	WDR47
ENSG00000197780	TAF13
ENSG00000215717	TMEM167B
ENSG00000179902	C1orf194
ENSG00000116299	KIAA1324
ENSG00000031698	SARS
ENSG00000143126	CELSR2
ENSG00000134222	PSRC1
ENSG00000221986	MYBPHL
ENSG00000134243	SORT1
ENSG00000143106	PSMA5
ENSG00000143028	SYPL2
ENSG00000162650	ATXN7L2
ENSG00000174151	CYB561D1
ENSG00000181754	AMIGO1
ENSG00000156097	GPR61
ENSG00000065135	GNAI3
ENSG00000134183	GNAT2
ENSG00000116337	AMPD2
ENSG00000168765	GSTM4
ENSG00000213366	GSTM2
ENSG00000134184	GSTM1
ENSG00000134201	GSTM5
ENSG00000134202	GSTM3
ENSG00000198758	EPS8L3
ENSG00000184371	CSF1
ENSG00000168710	AHCYL1
ENSG00000143093	STRIP1
ENSG00000156150	ALX3
ENSG00000186150	UBL4B
ENSG00000197106	SLC6A17
ENSG00000116396	KCNC4
ENSG00000162775	RBM15
ENSG00000168679	SLC16A4
ENSG00000134248	LAMTOR5
ENSG00000143125	PROK1
ENSG00000143105	KCNA10
ENSG00000177301	KCNA2
ENSG00000177272	KCNA3
ENSG00000143119	CD53
ENSG00000121931	LRIF1
ENSG00000156171	DRAM2
ENSG00000134255	CEPT1
ENSG00000162777	DENND2D
ENSG00000064886	CHI3L2
ENSG00000134216	CHIA
ENSG00000173947	PIFO
ENSG00000085465	OVGP1
ENSG00000116455	WDR77
ENSG00000116459	ATP5F1
ENSG00000143110	C1orf162
ENSG00000121933	ADORA3
ENSG00000116473	RAP1A
ENSG00000197852	FAM212B
ENSG00000064703	DDX20
ENSG00000171385	KCND3
ENSG00000143079	CTTNBP2NL
ENSG00000134245	WNT2B
ENSG00000007341	ST7L
ENSG00000116489	CAPZA1
ENSG00000155363	MOV10
ENSG00000155366	RHOC
ENSG00000271810	RP11-426L16.10
ENSG00000155367	PPM1J
ENSG00000184599	FAM19A3
ENSG00000155380	SLC16A1
ENSG00000198799	LRIG2
ENSG00000081026	MAGI3
ENSG00000116793	PHTF1
ENSG00000081019	RSBN1
ENSG00000134242	PTPN22
ENSG00000188761	BCL2L15
ENSG00000134262	AP4B1
ENSG00000118655	DCLRE1B
ENSG00000163349	HIPK1
ENSG00000116774	OLFML3
ENSG00000134207	SYT6
ENSG00000197323	TRIM33
ENSG00000116752	BCAS2
ENSG00000175984	DENND2C
ENSG00000116748	AMPD1
ENSG00000213281	NRAS
ENSG00000009307	CSDE1
ENSG00000052723	SIKE1
ENSG00000198765	SYCP1
ENSG00000134200	TSHB
ENSG00000134198	TSPAN2
ENSG00000134259	NGF
ENSG00000173218	VANGL1
ENSG00000118729	CASQ2
ENSG00000177551	NHLH2
ENSG00000163393	SLC22A15
ENSG00000173212	MAB21L3
ENSG00000163399	ATP1A1
ENSG00000269279	AL136376.1
ENSG00000116815	CD58
ENSG00000143061	IGSF3
ENSG00000203864	C1orf137
ENSG00000116824	CD2
ENSG00000134247	PTGFRN
ENSG00000134256	CD101
ENSG00000116830	TTF2
ENSG00000134253	TRIM45
ENSG00000134258	VTCN1
ENSG00000198162	MAN1A2
ENSG00000183508	FAM46C
ENSG00000196505	GDAP2
ENSG00000065183	WDR3
ENSG00000155761	SPAG17
ENSG00000092607	TBX15
ENSG00000116874	WARS2
ENSG00000116882	HAO2
ENSG00000203859	HSD3B2
ENSG00000203857	HSD3B1
ENSG00000143067	ZNF697
ENSG00000092621	PHGDH
ENSG00000134240	HMGCS2
ENSG00000134193	REG4
ENSG00000134249	ADAM30
ENSG00000134250	NOTCH2
ENSG00000188610	FAM72B
ENSG00000198019	FCGR1B
ENSG00000236334	PPIAL4G
ENSG00000215784	FAM72D
ENSG00000162825	NBPF8
ENSG00000231360	AL592284.1
ENSG00000255854	PPIAL4B
ENSG00000168614	NBPF9
ENSG00000178104	PDE4DIP
ENSG00000268172	AL590452.1
ENSG00000213240	NOTCH2NL
ENSG00000255168	RP11-458D21.5
ENSG00000163386	NBPF10
ENSG00000168509	HFE2
ENSG00000117289	TXNIP
ENSG00000121851	POLR3GL
ENSG00000181039	ANKRD34A
ENSG00000152022	LIX1L
ENSG00000131795	RBM8A
ENSG00000131779	PEX11B
ENSG00000143127	ITGA10
ENSG00000198483	ANKRD35
ENSG00000131788	PIAS3
ENSG00000186364	NUDT17
ENSG00000186141	POLR3C
ENSG00000121848	RNF115
ENSG00000117281	CD160
ENSG00000174827	PDZK1
ENSG00000117262	GPR89A
ENSG00000196644	GPR89C
ENSG00000152042	NBPF11
ENSG00000186275	NBPF12
ENSG00000131791	PRKAB2
ENSG00000131781	FMO5
ENSG00000131778	CHD1L
ENSG00000116128	BCL9
ENSG00000162836	ACP6
ENSG00000143140	GJA5
ENSG00000121634	GJA8
ENSG00000188092	GPR89B
ENSG00000203836	NBPF24
ENSG00000269647	BX842679.1
ENSG00000255963	PPIAL4A
ENSG00000122497	NBPF14
ENSG00000256374	PPIAL4D
ENSG00000203832	NBPF20
ENSG00000243452	NBPF15
ENSG00000203827	NBPF16
ENSG00000203818	HIST2H3PS2
ENSG00000203817	FAM72C
ENSG00000198161	PPIAL4C
ENSG00000203815	FAM231D
ENSG00000150337	FCGR1A
ENSG00000203814	HIST2H2BF
ENSG00000183598	HIST2H3D
ENSG00000183941	HIST2H4A
ENSG00000203811	HIST2H3C
ENSG00000183558	HIST2H2AA3
ENSG00000203812	HIST2H2AA4
ENSG00000203852	HIST2H3A
ENSG00000182217	HIST2H4B
ENSG00000184678	HIST2H2BE
ENSG00000184260	HIST2H2AC
ENSG00000184270	HIST2H2AB
ENSG00000178096	BOLA1
ENSG00000159164	SV2A
ENSG00000143368	SF3B4
ENSG00000014914	MTMR11
ENSG00000163113	OTUD7B
ENSG00000136631	VPS45
ENSG00000023902	PLEKHO1
ENSG00000143401	ANP32E
ENSG00000118298	CA14
ENSG00000117362	APH1A
ENSG00000118292	C1orf54
ENSG00000159208	C1orf51
ENSG00000187145	MRPS21
ENSG00000117360	PRPF3
ENSG00000163125	RPRD2
ENSG00000143374	TARS2
ENSG00000143369	ECM1
ENSG00000143382	ADAMTSL4
ENSG00000225996	AL356356.1
ENSG00000203804	ADAMTSL4-AS1
ENSG00000143384	MCL1
ENSG00000143420	ENSA
ENSG00000143457	GOLPH3L
ENSG00000143452	HORMAD1
ENSG00000163131	CTSS
ENSG00000143387	CTSK
ENSG00000143437	ARNT
ENSG00000143379	SETDB1
ENSG00000143418	CERS2
ENSG00000143412	ANXA9
ENSG00000143409	FAM63A
ENSG00000143363	PRUNE
ENSG00000163141	BNIPL
ENSG00000143443	C1orf56
ENSG00000197622	CDC42SE1
ENSG00000213190	MLLT11
ENSG00000143458	GABPB2
ENSG00000143434	SEMA6C
ENSG00000163154	TNFAIP8L2
ENSG00000163156	SCNM1
ENSG00000163155	LYSMD1
ENSG00000163157	TMOD4
ENSG00000163159	VPS72
ENSG00000143398	PIP5K1A
ENSG00000159352	PSMD4
ENSG00000232671	RP11-126K1.2
ENSG00000143373	ZNF687
ENSG00000143393	PI4KB
ENSG00000143390	RFX5
ENSG00000143416	SELENBP1
ENSG00000159377	PSMB4
ENSG00000143442	POGZ
ENSG00000143375	CGN
ENSG00000143367	TUFT1
ENSG00000143376	SNX27
ENSG00000159409	CELF3
ENSG00000178796	RIIAD1
ENSG00000240510	AL589765.1
ENSG00000143436	MRPL9
ENSG00000143450	OAZ3
ENSG00000182134	TDRKH
ENSG00000213171	LINGO4
ENSG00000143365	RORC
ENSG00000225556	C2CD4D
ENSG00000196407	THEM5
ENSG00000159445	THEM4
ENSG00000197747	S100A10
ENSG00000163191	S100A11
ENSG00000182898	TCHHL1
ENSG00000159450	TCHH
ENSG00000215853	RPTN
ENSG00000197915	HRNR
ENSG00000143631	FLG
ENSG00000143520	FLG2
ENSG00000143536	CRNN
ENSG00000186207	LCE5A
ENSG00000169509	CRCT1
ENSG00000185966	LCE3E
ENSG00000163202	LCE3D
ENSG00000244057	LCE3C
ENSG00000187238	LCE3B
ENSG00000185962	LCE3A
ENSG00000187223	LCE2D
ENSG00000159455	LCE2B
ENSG00000187180	LCE2C
ENSG00000187173	LCE2A
ENSG00000187170	LCE4A
ENSG00000198854	C1orf68
ENSG00000203786	KPRP
ENSG00000240386	LCE1F
ENSG00000186226	LCE1E
ENSG00000172155	LCE1D
ENSG00000197084	LCE1C
ENSG00000196734	LCE1B
ENSG00000186844	LCE1A
ENSG00000235942	LCE6A
ENSG00000163206	SMCP
ENSG00000163207	IVL
ENSG00000184148	SPRR4
ENSG00000169474	SPRR1A
ENSG00000163209	SPRR3
ENSG00000169469	SPRR1B
ENSG00000163216	SPRR2D
ENSG00000241794	SPRR2A
ENSG00000196805	SPRR2B
ENSG00000203785	SPRR2E
ENSG00000244094	SPRR2F
ENSG00000159516	SPRR2G
ENSG00000203784	LELP1
ENSG00000203783	PRR9
ENSG00000203782	LOR
ENSG00000159527	PGLYRP3
ENSG00000163218	PGLYRP4
ENSG00000163220	S100A9
ENSG00000163221	S100A12
ENSG00000143546	S100A8
ENSG00000184330	S100A7A
ENSG00000197364	S100A7L2
ENSG00000143556	S100A7
ENSG00000197956	S100A6
ENSG00000196420	S100A5
ENSG00000196154	S100A4
ENSG00000188015	S100A3
ENSG00000196754	S100A2
ENSG00000188643	S100A16
ENSG00000189334	S100A14
ENSG00000189171	S100A13
ENSG00000160678	S100A1
ENSG00000160679	CHTOP
ENSG00000143553	SNAPIN
ENSG00000143621	ILF2
ENSG00000169418	NPR1
ENSG00000143624	INTS3
ENSG00000143554	SLC27A3
ENSG00000143614	GATAD2B
ENSG00000198837	DENND4B
ENSG00000160741	CRTC2
ENSG00000143570	SLC39A1
ENSG00000143578	CREB3L4
ENSG00000143543	JTB
ENSG00000143545	RAB13
ENSG00000177954	RPS27
ENSG00000143552	NUP210L
ENSG00000143549	TPM3
ENSG00000163263	C1orf189
ENSG00000143612	C1orf43
ENSG00000143569	UBAP2L
ENSG00000143575	HAX1
ENSG00000143595	AQP10
ENSG00000143515	ATP8B2
ENSG00000160712	IL6R
ENSG00000169291	SHE
ENSG00000163239	TDRD10
ENSG00000160714	UBE2Q1
ENSG00000160716	CHRNB2
ENSG00000160710	ADAR
ENSG00000268141	AL606500.1
ENSG00000143603	KCNN3
ENSG00000163344	PMVK
ENSG00000163346	PBXIP1
ENSG00000163348	PYGO2
ENSG00000160691	SHC1
ENSG00000173207	CKS1B
ENSG00000160688	FLAD1
ENSG00000163352	LENEP
ENSG00000160685	ZBTB7B
ENSG00000163354	DCST2
ENSG00000163357	DCST1
ENSG00000143537	ADAM15
ENSG00000243364	EFNA4
ENSG00000143590	EFNA3
ENSG00000251246	EFNA3
ENSG00000169242	EFNA1
ENSG00000169241	SLC50A1
ENSG00000179085	DPM3
ENSG00000163463	KRTCAP2
ENSG00000273088	RP11-201K10.3
ENSG00000163462	TRIM46
ENSG00000185499	MUC1
ENSG00000169231	THBS3
ENSG00000173171	MTX1
ENSG00000177628	GBA
ENSG00000160767	FAM189B
ENSG00000116521	SCAMP3
ENSG00000176444	CLK2
ENSG00000143630	HCN3
ENSG00000143627	PKLR
ENSG00000160752	FDPS
ENSG00000160753	RUSC1
ENSG00000116539	ASH1L
ENSG00000125459	MSTO1
ENSG00000163374	YY1AP1
ENSG00000132676	DAP3
ENSG00000116580	GON4L
ENSG00000132718	SYT11
ENSG00000143622	RIT1
ENSG00000132680	KIAA0907
ENSG00000173080	RXFP4
ENSG00000116584	ARHGEF2
ENSG00000163479	SSR2
ENSG00000160803	UBQLN4
ENSG00000116586	LAMTOR2
ENSG00000132698	RAB25
ENSG00000254726	MEX3A
ENSG00000160789	LMNA
ENSG00000196189	SEMA4A
ENSG00000160785	SLC25A44
ENSG00000260238	PMF1-BGLAP
ENSG00000160783	PMF1
ENSG00000242252	BGLAP
ENSG00000160781	PAQR6
ENSG00000198952	SMG5
ENSG00000163472	TMEM79
ENSG00000198715	C1orf85
ENSG00000189030	VHLL
ENSG00000163468	CCT3
ENSG00000163467	TSACC
ENSG00000132677	RHBG
ENSG00000125462	C1orf61
ENSG00000116604	MEF2D
ENSG00000183856	IQGAP3
ENSG00000187862	TTC24
ENSG00000163382	APOA1BP
ENSG00000160818	GPATCH4
ENSG00000132702	HAPLN2
ENSG00000132692	BCAN
ENSG00000132688	NES
ENSG00000143320	CRABP2
ENSG00000143319	ISG20L2
ENSG00000143303	RRNAD1
ENSG00000143314	MRPL24
ENSG00000143321	HDGF
ENSG00000143294	PRCC
ENSG00000027869	SH2D2A
ENSG00000198400	NTRK1
ENSG00000027644	INSRR
ENSG00000187800	PEAR1
ENSG00000160838	LRRC71
ENSG00000132694	ARHGEF11
ENSG00000253831	ETV3L
ENSG00000117036	ETV3
ENSG00000143297	FCRL5
ENSG00000163518	FCRL4
ENSG00000160856	FCRL3
ENSG00000132704	FCRL2
ENSG00000163534	FCRL1
ENSG00000073754	CD5L
ENSG00000183853	KIRREL
ENSG00000158473	CD1D
ENSG00000158477	CD1A
ENSG00000158481	CD1C
ENSG00000158485	CD1B
ENSG00000158488	CD1E
ENSG00000186306	OR10T2
ENSG00000180708	OR10K2
ENSG00000173285	OR10K1
ENSG00000198965	OR10R2
ENSG00000197532	OR6Y1
ENSG00000186440	OR6P1
ENSG00000186400	OR10X1
ENSG00000198967	OR10Z1
ENSG00000163554	SPTA1
ENSG00000196171	OR6K2
ENSG00000203757	OR6K3
ENSG00000180433	OR6K6
ENSG00000197403	OR6N1
ENSG00000188340	OR6N2
ENSG00000163563	MNDA
ENSG00000163564	PYHIN1
ENSG00000163565	IFI16
ENSG00000163568	AIM2
ENSG00000162706	CADM3
ENSG00000213088	DARC
ENSG00000179639	FCER1A
ENSG00000196266	OR10J3
ENSG00000196184	OR10J1
ENSG00000184155	OR10J5
ENSG00000132703	APCS
ENSG00000132693	CRP
ENSG00000158716	DUSP23
ENSG00000181036	FCRL6
ENSG00000158714	SLAMF8
ENSG00000188004	C1orf204
ENSG00000243284	VSIG8
ENSG00000256029	RP11-190A12.7
ENSG00000213085	CCDC19
ENSG00000269620	AL590560.1
ENSG00000158710	TAGLN2
ENSG00000085552	IGSF9
ENSG00000162723	SLAMF9
ENSG00000143315	PIGM
ENSG00000177807	KCNJ10
ENSG00000162728	KCNJ9
ENSG00000162729	IGSF8
ENSG00000018625	ATP1A2
ENSG00000132681	ATP1A4
ENSG00000143318	CASQ1
ENSG00000162734	PEA15
ENSG00000132716	DCAF8
ENSG00000258465	DCAF8
ENSG00000162735	PEX19
ENSG00000122218	COPA
ENSG00000162736	NCSTN
ENSG00000171786	NHLH1
ENSG00000162738	VANGL2
ENSG00000162739	SLAMF6
ENSG00000066294	CD84
ENSG00000117090	SLAMF1
ENSG00000117091	CD48
ENSG00000026751	SLAMF7
ENSG00000122224	LY9
ENSG00000122223	CD244
ENSG00000179914	ITLN1
ENSG00000158764	ITLN2
ENSG00000158769	F11R
ENSG00000270149	RP11-544M22.13
ENSG00000215845	TSTD1
ENSG00000158773	USF1
ENSG00000186517	ARHGAP30
ENSG00000268154	AL591806.1
ENSG00000143217	PVRL4
ENSG00000162755	KLHDC9
ENSG00000143256	PFDN2
ENSG00000158793	NIT1
ENSG00000158796	DEDD
ENSG00000143222	UFC1
ENSG00000143258	USP21
ENSG00000143224	PPOX
ENSG00000158850	B4GALT3
ENSG00000158859	ADAMTS4
ENSG00000158864	NDUFS2
ENSG00000158869	FCER1G
ENSG00000268387	AL590714.1
ENSG00000158874	APOA2
ENSG00000158882	TOMM40L
ENSG00000143257	NR1I3
ENSG00000248485	PCP4L1
ENSG00000158887	MPZ
ENSG00000143252	SDHC
ENSG00000188931	C1orf192
ENSG00000143226	FCGR2A
ENSG00000173110	HSPA6
ENSG00000203747	FCGR3A
ENSG00000072694	FCGR2B
ENSG00000162747	FCGR3B
ENSG00000132185	FCRLA
ENSG00000162746	FCRLB
ENSG00000081721	DUSP12
ENSG00000118217	ATF6
ENSG00000162745	OLFML2B
ENSG00000198929	NOS1AP
ENSG00000254706	RP11-565P22.6
ENSG00000239887	C1orf226
ENSG00000171722	C1orf111
ENSG00000198574	SH2D1B
ENSG00000152332	UHMK1
ENSG00000117143	UAP1
ENSG00000162733	DDR2
ENSG00000132196	HSD17B7
ENSG00000185860	C1orf110
ENSG00000117152	RGS4
ENSG00000143248	RGS5
ENSG00000143228	NUF2
ENSG00000185630	PBX1
ENSG00000162761	LMX1A
ENSG00000143171	RXRG
ENSG00000162763	LRRC52
ENSG00000143198	MGST3
ENSG00000143149	ALDH9A1
ENSG00000143183	TMCO1
ENSG00000143179	UCK2
ENSG00000188859	FAM78B
ENSG00000267884	AL626787.1
ENSG00000143157	POGK
ENSG00000152382	TADA1
ENSG00000143195	ILDR2
ENSG00000143194	MAEL
ENSG00000143167	GPA33
ENSG00000198842	DUSP27
ENSG00000143190	POU2F1
ENSG00000198821	CD247
ENSG00000143162	CREG1
ENSG00000198771	RCSD1
ENSG00000197965	MPZL1
ENSG00000143199	ADCY10
ENSG00000143158	MPC2
ENSG00000143164	DCAF6
ENSG00000143147	GPR161
ENSG00000143155	TIPRL
ENSG00000213064	SFT2D2
ENSG00000143178	TBX19
ENSG00000143185	XCL2
ENSG00000143184	XCL1
ENSG00000143196	DPT
ENSG00000143153	ATP1B1
ENSG00000143156	NME7
ENSG00000117475	BLZF1
ENSG00000117477	CCDC181
ENSG00000117479	SLC19A2
ENSG00000198734	F5
ENSG00000174175	SELP
ENSG00000000460	C1orf112
ENSG00000188404	SELL
ENSG00000007908	SELE
ENSG00000171806	METTL18
ENSG00000000457	SCYL3
ENSG00000075945	KIFAP3
ENSG00000203740	METTL11B
ENSG00000120370	GORAB
ENSG00000116132	PRRX1
ENSG00000117501	MROH9
ENSG00000007933	FMO3
ENSG00000117507	FMO6P
ENSG00000094963	FMO2
ENSG00000010932	FMO1
ENSG00000076258	FMO4
ENSG00000117523	PRRC2C
ENSG00000034971	MYOC
ENSG00000117533	VAMP4
ENSG00000010165	METTL13
ENSG00000197959	DNM3
ENSG00000135845	PIGC
ENSG00000180999	C1orf105
ENSG00000094975	SUCO
ENSG00000117560	FASLG
ENSG00000120337	TNFSF18
ENSG00000117586	TNFSF4
ENSG00000117592	PRDX6
ENSG00000162753	SLC9C2
ENSG00000183831	ANKRD45
ENSG00000076321	KLHL20
ENSG00000120334	CENPL
ENSG00000117593	DARS2
ENSG00000185278	ZBTB37
ENSG00000117601	SERPINC1
ENSG00000135870	RC3H1
ENSG00000152061	RABGAP1L
ENSG00000203737	GPR52
ENSG00000116161	CACYBP
ENSG00000120333	MRPS14
ENSG00000120332	TNN
ENSG00000235750	KIAA0040
ENSG00000116147	TNR
ENSG00000143207	RFWD2
ENSG00000116183	PAPPA2
ENSG00000152092	ASTN1
ENSG00000198797	BRINP2
ENSG00000120341	SEC16B
ENSG00000075391	RASAL2
ENSG00000240021	TEX35
ENSG00000213057	C1orf220
ENSG00000184909	C1ORF220
ENSG00000116191	RALGPS2
ENSG00000116194	ANGPTL1
ENSG00000116199	FAM20B
ENSG00000186283	TOR3A
ENSG00000143322	ABL2
ENSG00000057252	SOAT1
ENSG00000162779	AXDND1
ENSG00000269064	AL160286.1
ENSG00000116218	NPHS2
ENSG00000162782	TDRD5
ENSG00000143340	FAM163A
ENSG00000169905	TOR1AIP2
ENSG00000258664	IFRG15
ENSG00000143337	TOR1AIP1
ENSG00000135837	CEP350
ENSG00000116260	QSOX1
ENSG00000121454	LHX4
ENSG00000135847	ACBD6
ENSG00000143324	XPR1
ENSG00000135835	KIAA1614
ENSG00000234237	AL162431.1
ENSG00000135823	STX6
ENSG00000153029	MR1
ENSG00000162783	IER5
ENSG00000198216	CACNA1E
ENSG00000179930	ZNF648
ENSG00000135821	GLUL
ENSG00000203730	TEDDM1
ENSG00000121446	RGSL1
ENSG00000135828	RNASEL
ENSG00000143333	RGS16
ENSG00000135824	RGS8
ENSG00000135838	NPL
ENSG00000135829	DHX9
ENSG00000157060	SHCBP1L
ENSG00000135862	LAMC1
ENSG00000058085	LAMC2
ENSG00000157064	NMNAT2
ENSG00000116698	SMG7
ENSG00000116701	NCF2
ENSG00000162704	ARPC5
ENSG00000143344	RGL1
ENSG00000173627	APOBEC4
ENSG00000198756	COLGALT2
ENSG00000198860	TSEN15
ENSG00000116667	C1orf21
ENSG00000116406	EDEM3
ENSG00000135842	FAM129A
ENSG00000121481	RNF2
ENSG00000121486	TRMT1L
ENSG00000116668	SWT1
ENSG00000116679	IVNS1ABP
ENSG00000143341	HMCN1
ENSG00000116690	PRG4
ENSG00000047410	TPR
ENSG00000157181	C1orf27
ENSG00000268662	AL596220.1
ENSG00000262180	OCLM
ENSG00000116703	PDC
ENSG00000073756	PTGS2
ENSG00000116711	PLA2G4A
ENSG00000162670	BRINP3
ENSG00000150681	RGS18
ENSG00000253148	RGS21
ENSG00000090104	RGS1
ENSG00000127074	RGS13
ENSG00000116741	RGS2
ENSG00000116750	UCHL5
ENSG00000116747	TROVE2
ENSG00000023572	GLRX2
ENSG00000134371	CDC73
ENSG00000162630	B3GALT2
ENSG00000162687	KCNT2
ENSG00000000971	CFH
ENSG00000116785	CFHR3
ENSG00000244414	CFHR1
ENSG00000080910	CFHR2
ENSG00000134365	CFHR4
ENSG00000134389	CFHR5
ENSG00000143278	F13B
ENSG00000066279	ASPM
ENSG00000177888	ZBTB41
ENSG00000134376	CRB1
ENSG00000213047	DENND1B
ENSG00000203724	C1orf53
ENSG00000143355	LHX9
ENSG00000151414	NEK7
ENSG00000151418	ATP6V1G3
ENSG00000081237	PTPRC
ENSG00000116833	NR5A2
ENSG00000162702	ZNF281
ENSG00000118193	KIF14
ENSG00000118197	DDX59
ENSG00000118200	CAMSAP2
ENSG00000170128	GPR25
ENSG00000163362	C1orf106
ENSG00000116852	KIF21B
ENSG00000081248	CACNA1S
ENSG00000232237	ASCL5
ENSG00000116857	TMEM9
ENSG00000163395	IGFN1
ENSG00000081277	PKP1
ENSG00000118194	TNNT2
ENSG00000159166	LAD1
ENSG00000159173	TNNI1
ENSG00000174307	PHLDA3
ENSG00000159176	CSRP1
ENSG00000269690	AC096677.1
ENSG00000134369	NAV1
ENSG00000198700	IPO9
ENSG00000198892	SHISA4
ENSG00000163431	LMOD1
ENSG00000134375	TIMM17A
ENSG00000176393	RNPEP
ENSG00000163435	ELF3
ENSG00000170075	GPR37L1
ENSG00000143862	ARL8A
ENSG00000143851	PTPN7
ENSG00000133067	LGR6
ENSG00000077152	UBE2T
ENSG00000077157	PPP1R12B
ENSG00000143858	SYT2
ENSG00000117139	KDM5B
ENSG00000184774	RP11-480I12.4
ENSG00000183155	RABIF
ENSG00000117153	KLHL12
ENSG00000159346	ADIPOR1
ENSG00000159348	CYB5R1
ENSG00000163444	TMEM183A
ENSG00000143847	PPFIA4
ENSG00000122180	MYOG
ENSG00000163485	ADORA1
ENSG00000133055	MYBPH
ENSG00000133048	CHI3L1
ENSG00000133063	CHIT1
ENSG00000159388	BTG2
ENSG00000122176	FMOD
ENSG00000188783	PRELP
ENSG00000188770	OPTC
ENSG00000058668	ATP2B4
ENSG00000122188	LAX1
ENSG00000058673	ZC3H11A
ENSG00000257315	ZBED6
ENSG00000182004	SNRPE
ENSG00000143842	SOX13
ENSG00000143845	ETNK2
ENSG00000143839	REN
ENSG00000170498	KISS1
ENSG00000174567	GOLT1A
ENSG00000143850	PLEKHA6
ENSG00000158615	PPP1R15B
ENSG00000133056	PIK3C2B
ENSG00000198625	MDM4
ENSG00000170382	LRRN2
ENSG00000163531	NFASC
ENSG00000184144	CNTN2
ENSG00000174529	TMEM81
ENSG00000117222	RBBP5
ENSG00000133059	DSTYK
ENSG00000133069	TMCC2
ENSG00000163545	NUAK2
ENSG00000162873	KLHDC8A
ENSG00000186007	LEMD1
ENSG00000117266	CDK18
ENSG00000174514	MFSD4
ENSG00000158711	ELK4
ENSG00000158715	SLC45A3
ENSG00000069275	NUCKS1
ENSG00000268313	AC119673.1
ENSG00000117280	RAB7L1
ENSG00000133065	SLC41A1
ENSG00000162877	PM20D1
ENSG00000174502	SLC26A9
ENSG00000196550	FAM72A
ENSG00000198049	AVPR1B
ENSG00000196533	C1orf186
ENSG00000196188	CTSE
ENSG00000163486	SRGAP2
ENSG00000143466	IKBKE
ENSG00000162888	C1orf147
ENSG00000136653	RASSF5
ENSG00000143486	EIF2D
ENSG00000143479	DYRK3
ENSG00000162889	MAPKAPK2
ENSG00000136634	IL10
ENSG00000142224	IL19
ENSG00000162891	IL20
ENSG00000162892	IL24
ENSG00000162894	FAIM3
ENSG00000162896	PIGR
ENSG00000162897	FCAMR
ENSG00000182795	C1orf116
ENSG00000180667	YOD1
ENSG00000123836	PFKFB2
ENSG00000123843	C4BPB
ENSG00000123838	C4BPA
ENSG00000196352	CD55
ENSG00000117322	CR2
ENSG00000203710	CR1
ENSG00000197721	CR1L
ENSG00000117335	CD46
ENSG00000174059	CD34
ENSG00000076356	PLXNA2
ENSG00000008118	CAMK1G
ENSG00000196878	LAMB3
ENSG00000123689	G0S2
ENSG00000117594	HSD11B1
ENSG00000009790	TRAF3IP3
ENSG00000162757	C1orf74
ENSG00000117595	IRF6
ENSG00000117597	DIEXF
ENSG00000143469	SYT14
ENSG00000082497	SERTAD4
ENSG00000054392	HHAT
ENSG00000143473	KCNH1
ENSG00000117625	RCOR3
ENSG00000082512	TRAF5
ENSG00000198570	RD3
ENSG00000170385	SLC30A1
ENSG00000117650	NEK2
ENSG00000123684	LPGAT1
ENSG00000143493	INTS7
ENSG00000143476	DTL
ENSG00000066027	PPP2R5A
ENSG00000065600	TMEM206
ENSG00000117691	NENF
ENSG00000162772	ATF3
ENSG00000162771	FAM71A
ENSG00000123685	BATF3
ENSG00000117697	NSL1
ENSG00000203705	TATDN3
ENSG00000185523	C1orf227
ENSG00000162769	FLVCR1
ENSG00000143494	VASH2
ENSG00000174606	ANGEL2
ENSG00000136643	RPS6KC1
ENSG00000117707	PROX1
ENSG00000143499	SMYD2
ENSG00000152104	PTPN14
ENSG00000117724	CENPF
ENSG00000082482	KCNK2
ENSG00000136636	KCTD3
ENSG00000042781	USH2A
ENSG00000196482	ESRRG
ENSG00000092978	GPATCH2
ENSG00000162814	SPATA17
ENSG00000067533	RRP15
ENSG00000092969	TGFB2
ENSG00000228208	C1orf143
ENSG00000143353	LYPLAL1
ENSG00000196660	SLC30A10
ENSG00000136628	EPRS
ENSG00000162813	BPNT1
